id,characters
56,Peter Griffin
56,Lois Griffin
56,Meg Griffin
56,Chris Griffin
56,Stewie Griffin
56,Brian Griffin
56,Glenn Quagmire
56,Cleveland Brown
56,Joe Swanson
56,Bonnie Swanson
56,Mrs. Lockhart
56,Tom Tucker
56,Mort Goldman
56,Muriel Goldman
56,Death
56,Tricia Takanawa
56,Gina
56,Beth
56,Patty
56,Esther
56,Ruth
56,Diane Simmons
56,Mayor Adam West
56,Connie DiMico
56,Herbert
56,Verne
56,Mr. Berler
56,Peter Griffin Weller
56,Timer
56,Agent Jessup
56,Dan Rather
56,Judge
57,Brian Griffin
57,Brooke Roberts
57,Chris Griffin
57,Doug the Pimple
57,Peter Griffin
57,Lois Griffin
57,Stewie Griffin
57,Meg Griffin
57,Glenn Quagmire
57,Cleveland Brown
57,Joe Swanson
57,Mort Goldman
57,Herbert
57,Steve
57,Casey Kelp
57,AllStar Seaworthy
57,Burnt Sienna
57,Hall & Oates
57,Trevor
57,Frankenberry
57,Prince Adam
57,Chris Griffin Harrison
57,Michael Eisner
58,Peter Griffin
58,Meg Griffin
58,Mort Goldman
58,Neil Goldman
58,Stewie Griffin
58,Lois Griffin
58,Chris Griffin
58,Brian Griffin
58,Ray Romano
58,Patricia Heaton
58,Colin Farrell
58,Rupert
58,LaDawn
58,Jeremy
58,Santos & Pasquel
58,Paula Poundstone
58,Cicillia
58,Jake Tucker
58,Dustin Hoffman
58,Predator
58,Tundro & Gloop
58,Therapist Joe Swanson
59,Lois Griffin
59,Peter Griffin
59,Brian Griffin
59,Stewie Griffin
59,Meg Griffin
59,Chris Griffin
59,Joe Swanson
59,Glenn Quagmire
59,Mayor Adam West
59,Judge
59,Tom Tucker
59,Jackie Chan
59,Bonnie Swanson
59,Falkor
59,Winona Ryder
59,Daniel Day-Lewis
59,Karl Malden
59,Corey Haim
59,Trix Rabbit
59,Morten Harket
59,The Goonies
59,Fisty
59,Stabby & Balls
60,Peter Griffin
60,Lois Griffin
60,Meg Griffin
60,Chris Griffin
60,Stewie Griffin
60,Brian Griffin
60,Carter Pewterschmidt
60,Barbara Pewterschmidt
60,Evil Monkey
60,Glenn Quagmire
60,Cleveland Brown
60,Joe Swanson
60,Horace
60,Mort Goldman
60,Greased-up Deaf Guy
60,Karin Parotta
60,Adam and Eve
60,God
60,Cookie Monster
60,Brandi
60,Esperanza
60,Jim Kaplan
60,Seamus
60,Jodie Foster
60,John Hinckley
60,Jr.
61,Peter Griffin
61,Brian Griffin
61,James Woods
61,Lois Griffin
61,Stewie Griffin
61,Chris Griffin
61,Meg Griffin
61,Quagmire
61,Shauna Parks
61,Mayor Adam West
61,Arnold Palmer
61,Helen Keller
61,Barney Rubble
61,Christina Aguilera
61,Ronald Reagan
61,Quagmire's Spanish son
61,Bruce
61,Johnson
62,Peter Griffin
62,Lois Griffin
62,Brian Griffin
62,Glenn Quagmire
62,Joe Swanson
62,Cleveland Brown
62,Meg Griffin
62,Chris Griffin
62,Stewie Griffin
62,Santos & Pasquel
62,Death
62,Mayor Adam West
62,Herbert
62,Paddy Tanniger
62,Seamus
62,Vern and Johnny
62,Ollie Williams
62,Tom Tucker
62,Michael Moore
62,Skeet Ulrich
62,Kobe Bryant
62,Francis Griffin
62,Cleveland Brown
62,Jr.
62,Thelma Griffin
62,Bonnie Swanson
62,Kevin Swanson
62,Ponce de León Griffin
62,Lorelai Victoria Gilmore
62,"Lorelai ""Rory"" Leigh Gilmore"
63,Chris Griffin
63,Peter Griffin
63,Lois Griffin
63,Meg Griffin
63,Stewie Griffin
63,Brian Griffin
63,Quagmire
63,Joe Swanson
63,Cleveland Brown
63,Mayor Adam West
63,Evil Monkey
63,Gary
63,Karen
63,Chief Oleki
63,Loka
63,Hidalgo
63,Beth
63,Patty
63,Doug
63,Angela
63,Opie
63,S&M cow
63,King Arthur Griffin
63,Dr. Bunsen Honeydew
63,Paul Reiser
63,Kevin Federline
63,Will Ferrell
63,Joe Swanson Pesci
63,Sandy Duncan
63,Lou Gehrig
63,Vincent Gambini
63,Guinevere
64,Peter Griffin
64,Lois Griffin
64,Meg Griffin
64,Chris Griffin
64,Stewie Griffin
64,Brian Griffin
64,Tom Tucker
64,Diane Simmons
64,Quagmire
64,Mayor Adam West
64,Osama bin Laden
64,Cobra Commander
64,Homer Simpson
64,Jake Ryan
64,Ozzy Osbourne
64,Jasper
64,Ricardo
64,David Hyde Pierce
64,Cleveland Brown
64,FCC agents
64,Dorothy Gale
64,Tin Man
64,Cowardly Lion
64,Scarecrow
64,Maria Von Trapp
64,Grady Twins
64,Archie & Edith Bunker
64,Ralph & Alice Kramden
64,The Brady Bunch
64,Wile E. Coyote
64,Mrs. Coyote
64,George W. Bush
64,Officer Reeses
65,Brian Griffin
65,Peter Griffin
65,Stewie Griffin
65,Steve
65,Quagmire
65,Cleveland Brown
65,Joe Swanson
65,Meg Griffin
65,Lois Griffin
65,Chris Griffin
65,Gary Coleman
65,Wellesley Shepherdson
65,Fielding Wellingtonsworth
65,Livingston Winstofford
65,Amelia Bedford Furthington Chesterhill
65,James William Bottomtooth III
65,Louis XVI
65,Kaleb
65,Kelly McGillis
65,Helen
65,Ashlee Simpson
65,Jude Law
66,Peter Griffin
66,Stewie Griffin
66,Lois Griffin
66,Chris Griffin
66,Herbert
66,Meg Griffin
66,Brian Griffin
66,Glenn Quagmire
66,Cleveland Brown
66,Joe Swanson
66,Opie
66,Jesse
66,Ollie Williams
66,Tom Tucker
66,Diane Simmons
66,Angela
66,Ms. Hobson
66,Jesus
66,God
66,God's Girlfriend Janet
66,Achmed
66,Obi-Wan Kenobi
66,Soundwave
66,Dr. Emmett Brown
66,Marty McFly
66,Jennifer Parker
66,Joseph
66,Halle Berry
66,Kim Cattrall
66,Lucille Ball
66,Michael Eisner
66,Michael Jackson
66,Penélope Cruz
67,Peter Griffin
67,Lois Griffin
67,Patrick Pewterschmidt
67,Meg Griffin
67,Chris Griffin
67,Dick
67,Stewie Griffin
67,Brian Griffin
67,Jackie Gleason
67,Dr. Hartman
67,Joe Swanson
67,Cleveland Brown
67,Quagmire
67,Barbara Pewterschmidt
67,Carter Pewterschmidt
67,Effeminate cow
67,Bob Barker
67,Bobby McFerrin
67,Cybill Shepherd
67,Tara Reid
67,George W. Bush
67,Todd
67,Victor
67,National Association for the Advancement of Fat People
68,Peter Griffin
68,Stewie Griffin
68,Francis Griffin
68,The Fonz
68,Lois Griffin
68,Meg Griffin
68,Chris Griffin
68,Brian Griffin
68,Quagmire
68,Cleveland Brown
68,Joe Swanson
68,Bonnie Swanson
68,Kevin Swanson
68,Vern and Johnny
68,Lindsay Lohan
68,Gavin MacLeod
68,Kirk Cameron
68,Kathy Bates
68,Nancy the Postal Lady
68,Tom Tucker
68,Sherman Hemsley
68,Paula Abdul
68,Kimmy
68,Tiffany
68,Kelly
68,Todd
68,Cousin Mary
69,Brian Griffin
69,Meg Griffin
69,Frank Sinatra
69,Jr.
69,Stewie Griffin
69,Peter Griffin
69,Lois Griffin
69,Chris Griffin
69,Mayor Adam West
69,Joe Swanson
69,Bonnie Swanson
69,Quagmire
69,Sarah
69,Bruce
69,Mr. Berler
69,Sunshine Bear
69,Mark Borchardt
69,Mike Schank
69,Dwayne Johnson
69,John Goodman
69,Mia Farrow
69,Gene Shalit
69,Jerry Lewis
69,Thomas Edison
70,Peter Griffin
70,Tom Brady
70,Lois Griffin
70,Meg Griffin
70,Chris Griffin
70,Brian Griffin
70,Stewie Griffin
70,Cleveland Brown
70,Quagmire
70,Joe Swanson
70,Diane Simmons
70,Doug
70,Tom Tucker
70,Jay Leno
70,Carol Channing
70,Mike Tyson
70,Washington Redskins
70,Dallas Cowboys
70,London Sillinannies
70,Diego
71,Glenn Quagmire
71,Peter Griffin
71,Lois Griffin
71,Joan Quagmire
71,Meg Griffin
71,Stewie Griffin
71,Brian Griffin
71,Joe Swanson
71,Cleveland Brown
71,Mayor Adam West
71,Death
71,Bonnie Swanson
71,The Screaming Black Dolphins
71,Alex Trebek
71,Cast of Malcolm in the Middle
71,Ashton Kutcher
71,Alec Baldwin
71,Pat Sajak
71,Vanna White
71,Ricky
72,Peter Griffin
72,Lois Griffin
72,Stewie Griffin
72,Bertram
72,Meg Griffin
72,Chris Griffin
72,Brian Griffin
72,Cleveland Brown
72,Joe Swanson
72,Quagmire
72,Barbershop Quartet
72,Elwood Blues
72,Christopher Moltisanti
72,Santa Claus
72,Seamus
72,Tony Danza
72,Sylvester Stallone
72,Lee Harvey Oswald
72,Scrat
72,Sauron
72,B.C.
73,Peter Griffin
73,Lois Griffin
73,Meg Griffin
73,Stewie Griffin
73,Brian Griffin
73,Mayor Adam West
73,Chris Griffin
73,Cleveland Brown
73,Seamus
73,Tom Tucker
73,Diane Simmons
73,Quagmire
73,Bruce
73,Carl
73,Todd Griffin
73,Chuck
73,Morty
73,Oprah Winfrey
73,Stewie Griffin Cruise
73,Vern and Johnny
73,Noid
73,Kermit the Frog
73,Kate Jackson
73,The Phantom of the Opera
73,Christine Daaé
73,Uncle Sam
73,Jessica Alba Uncensored version: Fred
73,Daphne
73,Velma
73,Shaggy
73,Scooby-Doo
74,Peter Griffin
74,Carter Pewterschmidt
74,Lois Griffin
74,Meg Griffin
74,Chris Griffin
74,Stewie Griffin
74,Brian Griffin
74,Glenn Quagmire
74,Cleveland Brown
74,Joe Swanson
74,Barbara Pewterschmidt
74,Ted Turner
74,Armando
74,Kool-Aid Man
74,Jude Law
74,Renée Zellweger
74,Rancor
74,Julia Roberts
74,Carol Burnett
74,Scott Greenberg
74,Betty White
74,Harry Potter
75,Jasper
75,Ricardo
75,Brian Griffin
75,Chris Griffin
75,Alyssa
75,Mayor Adam West
75,Peter Griffin
75,Lois Griffin
75,Stewie Griffin
75,Meg Griffin
75,Glenn Quagmire
75,Cleveland Brown
75,Bernice
75,Joe Swanson
75,Rupert
75,Carter Pewterschmidt
75,Barbara Pewterschmidt
75,Francis Griffin
75,Thelma Griffin
75,Mort Goldman
75,Muriel Goldman
75,Tom Tucker
75,Diane Simmons
75,James William Bottomtooth III
75,Dig 'Em
75,Noah
75,Herbert
75,Popeye
75,Moby Dick
75,Bill Clinton
75,Luke Skywalker
75,Han Solo
75,Matthew McConaughey
75,The Proclaimers
75,Lois Griffin
75,Ed & Elizabeth Smart
76,Peter Griffin
76,Lois Griffin
76,Meg Griffin
76,Chris Griffin
76,Stewie Griffin
76,Brian Griffin
76,Cleveland Brown
76,Joe Swanson
76,Glenn Quagmire
76,Mort Goldman
76,Muriel Goldman
76,Bruce
76,Tom Tucker
76,Diane Simmons
76,Mayor Adam West
76,Herbert
76,Carrot Top
76,Don Knotts
76,Dick Cheney
76,Joanna
76,Deceased Indian Chief
76,Bob Costas
76,Hank Hill
76,Statler and Waldorf
76,John Travolta
76,Kelly Preston
76,Rocky Balboa
76,Adrian Balboa
77,Peter Griffin
77,Lois Griffin
77,Meg Griffin
77,Chris Griffin
77,Stewie Griffin
77,Brian Griffin
77,Joe Swanson
77,God
77,Chugs
77,Ur-Peter Griffin
77,"Willie ""Black-Eye"" Griffin"
77,Nate Griffin
77,Lois Griffin Laura Bush Lynne Cheney Pewterschmidt
77,Moses Griffin
77,Peter Griffin Hitler
77,Adolf Hitler
77,Danny Gans
77,Bruce
77,Al Cowlings
77,Cleveland Brown from South Carolina
77,Ali Williams
77,Tobi
77,Quagdingo
77,Joemama
77,Herpesaur (Uncensored version)
78,Peter Griffin
78,Stewie Griffin
78,Lois Griffin
78,Chris Griffin
78,Meg Griffin
78,Brian Griffin
78,Ollie Williams
78,Tom Tucker
78,Diane Simmons
78,Brad
78,Glenn Quagmire
78,Joe Swanson
78,Cleveland Brown
78,Horace
78,Steve Allen
78,Steve Bartman
78,Moisés Alou
78,Sarah Bennett
78,Indiana Jones
79,Stewie Griffin
79,Brian Griffin
79,Peter Griffin
79,Lois Griffin
79,Chris Griffin
79,Meg Griffin
79,Jim Kaplan
79,Stu Griffin
79,Glenn Quagmire
79,Tricia Takanawa
79,Katie Couric
79,Patches
79,Jawas
79,Al Harrington
79,Bonnie Swanson
79,Endo
80,Stewie Griffin
80,Stu Griffin
80,Peter Griffin
80,Lois Griffin
80,Meg Griffin/Ron Griffin
80,Ron
80,Chris Griffin
80,Brian Griffin
80,Cleveland Brown
80,Quagmire
80,Joe Swanson
80,Vanessa Griffin
80,Evan
80,Shirley Blitt
80,Jonny Quest
80,Bono
80,Hadji
80,Vincent van Gogh
80,Kurt Cobain
80,Ernest Hemingway
80,Brad
80,Chevy Chase
81,Stewie Griffin
81,Lois Griffin
81,Peter Griffin
81,Dr. Hartman
81,Meg Griffin
81,Chris Griffin
81,Brian Griffin
81,Glenn Quagmire
81,Cleveland Brown
81,Joe Swanson
81,Mr. Sulu
81,Dr. McCoy
81,Mayor Adam West
81,Robin
81,Kermit the Frog
81,Seamus
81,Tricia Takanawa
81,Rupert
81,Judge
81,Jesus
81,Tom Tucker
81,Diane Simmons
81,Evil Monkey
81,Primus
81,Michael Jackson
81,Dr. Jekyll
82,Peter Griffin
82,Thelma Griffin
82,Tom Tucker
82,Lois Griffin
82,Meg Griffin
82,Chris Griffin
82,Stewie Griffin
82,Brian Griffin
82,Glenn Quagmire
82,Cleveland Brown
82,Karen
82,Carl
82,Bill and Tim
82,Thaddeus Griffin
82,Weenie and the Butt
82,Jake Tucker
82,Darth Vader
82,Kermit the Frog
82,Fern Arable
82,Charlotte
82,The cast of Peanuts
82,Amy Grant
82,Al Michaels
82,Harold Ramis
82,Rachel Keller
82,Kim Cattrall
82,Andrew McCarthy
82,Gore Vidal
82,Ray Romano
82,Tim McCarver
82,Greta Van Susteren
82,Paris Hilton
82,Nicole Richie
82,Kristen Bell
83,Peter Griffin
83,Meg Griffin
83,Lois Griffin
83,Brian Griffin
83,Stewie Griffin
83,Chris Griffin
83,Cleveland Brown
83,Joe Swanson
83,Glenn Quagmire
83,Paddy Tanniger
83,Herbert
83,Jesse
83,Mort Goldman
83,Jim Kaplan
83,Tom Tucker
83,Diane Simmons
83,Ollie Williams
83,Angela
83,Opie
83,Mr. Penisberg
83,Tim
83,Joanie
83,Sloth
83,Yogi Bear
83,Boo-Boo Bear
83,Iceman
83,Mr. Moose
83,Alex
83,Gloria
83,Parker Fennelly
83,The cast of The Electric Company
83,Tom Brokaw
83,Jennifer Love Hewitt
83,Bill Pullman
83,Jeff Daniels
83,Richard Gere
84,Peter Griffin
84,Lois Griffin
84,Chris Griffin
84,Stewie Griffin
84,Brian Griffin
84,Meg Griffin
84,Splash Log
84,Vern and Johnny
84,Sergeant Extreme
84,Major Awesome
84,Herbert
84,Peggy
84,Marilyn Manson
84,Madonna
84,Mickey Rooney
84,Minnie Driver
84,Zinédine Zidane
84,Muddy Waters
84,Gregory Peck
84,George W. Bush
84,Dr. Katz
84,Brad Garrett
84,Ashlee Simpson
84,Will Smith
84,Bob Geldof
84,MC Hammer
84,Michael Jackson
84,Mayor Adam West
85,Brian Griffin
85,Stewie Griffin
85,Jillian
85,Peter Griffin
85,Lois Griffin
85,Meg Griffin
85,Chris Griffin
85,Opie
85,Angela
85,Glenn Quagmire
85,Cleveland Brown
85,Joe Swanson
85,Buzz Killington
85,Mr. Cohen
85,Greg
85,The Lord of Darkness
85,Danny DeVito
85,Rhea Perlman
86,Peter Griffin
86,Lois Griffin
86,Meg Griffin
86,Chris Griffin
86,Stewie Griffin
86,Brian Griffin
86,Jillian
86,Mayor Adam West
86,Paul
86,Glenn Quagmire
86,Cleveland Brown
86,Rodney King
86,Tooth Fairy
86,Dr. Hartman
86,Rupert
86,Debbie
86,Matthew
86,Harry Houdini
86,Bess Houdini
86,Mel Gibson
86,Liam Neeson
86,Dianne Wiest
86,Pablo Picasso
86,Jerry Kirkwood
86,Doug
86,Principal Shepherd
86,Britney Spears
86,Michael Jackson
86,Herbert
86,Kool-Aid Man
86,Evil Monkey
87,Peter Griffin
87,Lois Griffin
87,Stewie Griffin
87,Olivia Fuller
87,Meg Griffin
87,Chris Griffin
87,Brian Griffin
87,Jillian Russell
87,Rupert
87,Joe Swanson
87,Bonnie Swanson
87,Glenn Quagmire
87,Cleveland Brown
87,Luke Skywalker
87,Mort Goldman
87,Mayor Adam West
87,Q*bert
87,Chester Cheetah
87,Fouad
87,Victor
87,Sassy
87,Chuck Berry
87,Sandra Oh
87,Howard Hesseman
87,Richard Gere
88,Meg Griffin
88,Brian Griffin
88,Peter Griffin
88,Stewie Griffin
88,Lois Griffin
88,Chris Griffin
88,Jillian
88,Mayor Adam West
88,Joe Swanson
88,Glenn Quagmire
88,Cleveland Brown
88,Mort Goldman
88,Herbert
88,Opie
88,Connie DiMico
88,Tricia Takanawa
88,Bruce
88,Garrett Morris
88,Jimmy
88,Allison Janney
88,Michael Douglas
88,Kathleen Turner
88,Emperor Palpatine
88,Darth Vader
88,Esther
88,Ruth
88,Patty
88,Beth
89,Peter Griffin
89,Stewie Griffin
89,Brian Griffin
89,Meg Griffin
89,Rupert
89,Lois Griffin
89,Chris Griffin
89,Herbert
89,Joe Swanson
89,Cleveland Brown
89,Quagmire
89,Mayor Adam West
89,Stanford Cordray
89,Timmy Cordray
89,Gene Kelly
89,Norm Peterson
89,Woody Boyd
89,Cliff Clavin
89,Emmanuel Lewis
89,Sharon Stone
89,Pat Robertson
89,Jerry Falwell
89,Burt Reynolds
89,Sally Field
89,Billy Dee Williams
89,Chrone
89,SpongeBob SquarePants
89,Patrick Star
89,Frasier Crane
89,Pebbles Flintstone
89,Bamm-Bamm Rubble
89,Dr. McCoy
90,Peter Griffin
90,Brian Griffin
90,Stewie Griffin
90,Meg Griffin
90,Lois Griffin
90,Mickey McFinnigan
90,Chris Griffin
90,O'Brian Griffin
90,Herbert
90,Bruce
90,Francis
90,Quagmire
90,Cleveland Brown
90,Joe Swanson
90,Bonnie
90,Kevin
90,Dr. Hartman
90,Thelma
90,Beth
90,Ruth
90,Robert Loggia
90,Mother Teresa
90,Ben Affleck
90,Sarah Jessica Parker
90,Matthew McConaughey Yoda
90,Obi-Wan Kenobi
90,Hayden Christensen
90,Patty
90,Esther
91,Stewie Griffin
91,Brian Griffin
91,Chris Griffin
91,Peter Griffin
91,Cleveland Brown
91,Joe Swanson
91,Quagmire
91,Meg Griffin
91,Lois Griffin
91,Herbert
91,Kyle
91,Randy Fulcher
91,Britney Spears
91,Mr. Furley
91,Fran Drescher
91,Martin Landau
91,Turn of the Century Take on all Comers Griffin
91,Terry the Tiger
91,Devon
91,Dick Cheney
91,Kermit the Frog
91,Swedish Chef
91,Fozzie Bear
92,Peter Griffin
92,Quagmire
92,Joe Swanson
92,Cleveland Brown
92,Lois Griffin
92,Brian Griffin
92,Meg Griffin
92,Stewie Griffin
92,Chris Griffin
92,Hugh Hefner
92,Carl Sagan
92,Marlee Matlin
92,Sandy
92,Herbert
92,Mayor Adam West
92,Stink Fleaman
92,Mike Drunkbeater
92,Walt Abernathy
92,Larry
92,Tom Tucker
92,Diane Simmons
92,Nien Nunb
92,Queen Latifah
92,Ollie Williams
92,Paris Hilton
93,Peter Griffin
93,Bill Clinton
93,Lois Griffin
93,Brian Griffin
93,Meg Griffin
93,Stewie Griffin
93,Chris Griffin
93,Quagmire
93,Cleveland Brown
93,Joe Swanson
93,Mayor Adam West
93,Barbara Pewterschmidt
93,Carter Pewterschmidt
93,Herbert
93,Jesse
93,Seamus
93,Ol' Woody
93,Roy Scheider Conway Twitty
93,Phineas & Barnaby
93,Hungry Hank
93,Joseph Merrick
93,The Thing
93,Alexander Graham Bell
93,Thomas Watson
93,Uma Thurman
94,Peter Griffin
94,Joe Swanson
94,Lois Griffin
94,Chris Griffin
94,Meg Griffin
94,Stewie Griffin
94,Quagmire
94,Cleveland Brown
94,Dr. Hartman
94,Brian Griffin
94,Mort Goldman
94,Herbert
94,Jim Kaplan
94,Gerald
94,Mexican Super Friends
94,Violet Gray
94,Pig-Pen
94,Ben Stiller
94,Tyra Banks
94,Liza Minnelli
94,M.C. Escher
94,Mark Harmon
94,Bruce Willis
95,Lois Griffin
95,Stewie Griffin
95,Peter Griffin
95,Meg Griffin
95,Chris Griffin
95,Brian Griffin
95,Quagmire
95,Bruce
95,Mayor Adam West
95,Herbert
95,Diane Simmons
95,RJ
95,Jesus Christ
95,Jake Tucker
95,Tom Tucker
95,Seamus
95,Sneakers O'Toole
95,Super Devil
95,Chuck Norris
95,Dick Cheney
95,George W. Bush
95,Julia Louis-Dreyfus
95,Christie Brinkley
95,The Lynches
95,Duke Dillon
95,Dallas Houston
95,Jillian
95,S&M cow
95,Dixie Ann Thomas
95,Texas Youth Club
95,Gilbert Gottfried
96,Lois Griffin
96,Chris Griffin
96,Peter Griffin
96,Meg Griffin
96,Stewie Griffin
96,Brian Griffin
96,Josh Radnor
96,Neil Patrick Harris
96,Quagmire
96,Carter Pewterschmidt
96,Herbert
96,Ernie the Giant Chicken
96,Nicole
96,Mel Gibson
96,Bruce
96,Principal Shepherd
96,Sylvester Stallone
96,King Friday XIII
96,Rogers Chapstick
96,Virgil Mastercard
96,James Bottomtooth IV
96,Johann
96,Thunder
96,Rocky Balboa
96,Paulie Pennino
97,Lois Griffin
97,Mayor Adam West
97,Meg Griffin
97,Peter Griffin
97,Brian Griffin
97,Stewie Griffin
97,Chris Griffin
97,Cleveland Brown
97,Quagmire
97,Joe Swanson
97,Tricia Takanawa
97,Jason Voorhees
97,Steve
97,Helen
97,The Pope
97,Tom Tucker
97,Diane Simmons
97,Evil Monkey
97,Mort Goldman
97,Herbert
97,Principal Shepherd
97,Dr. Hartman
97,Jimmy Smits
97,The Legion of Doom
97,Angela
97,Muriel Goldman
97,Bonnie Swanson
97,Jake Tucker
97,Jim Varney
97,Bob Grossbeard
97,The Screaming Black Dolphins
97,Ashley Ferl
98,Peter Griffin
98,Lois Griffin
98,Glenn Quagmire
98,Brian Griffin
98,Chris Griffin
98,Meg Griffin
98,Stewie Griffin
98,Joe Swanson
98,Cleveland Brown
98,Death
98,Roger
98,Horace
98,George Jetson
98,Jane Jetson
98,Elroy Jetson
98,Judy Jetson
98,Joe Swanson Piscopo
98,Mike Wallace
98,Molly Ringwald
98,Pinhead
98,Ms. Pac-Man
98,Blinky
98,Pinky
98,Inky
98,Clyde
98,Ernie the Giant Chicken
98,Judd Nelson
98,Tom Cruise
98,Anthony Michael Hall
98,Michael Schoeffling
98,Andy
98,Marvin Astley
99,Peter Griffin as Himself and Han Solo
99,Lois Griffin as Herself and Princess Leia
99,Brian Griffin as Himself and Chewbacca
99,Stewie Griffin as Himself and Darth Vader
99,Chris Griffin as Himself and Luke Skywalker
99,Glenn Quagmire as C-3PO
99,Cleveland Brown as R2-D2
99,Herbert as Obi-Wan Kenobi
99,Mayor Adam West as Grand Moff Tarkin
99,Carter Pewterschmidt as Uncle Owen Lars
99,Barbara Pewterschmidt as Aunt Beru Lars
99,Mort Goldman as Jawa
99,Opie as a Tusken Raider
99,Bruce as Greedo
99,Meg Griffin as Herself and a Dianoga
99,Joe Swanson as Biggs Darklighter
99,Jake Tucker
99,Tom Tucker
99,Diane Simmons
99,Ollie Williams
99,Fouad
99,Evil Monkey
99,Al Harrington
99,Terry
99,Roger
99,Watto
99,Dr. Alan Rumack
99,Clark Griswold
99,Magic Johnson
99,Redd Foxx
99,Simply Red
99,Red Buttons
99,Helen Reddy
99,Judd Nelson
99,Phil Mickelson
99,Amy Mickelson
99,John Williams
99,London Symphony Orchestra
99,Danny Elfman
99,Tom Baker
99,Pignose
99,Scott
99,Coach McGuirk
99,Xenomorph
99,Imperial Stormtroopers
100,Jillian
100,Brian Griffin
100,Stewie Griffin
100,Peter Griffin
100,Lois Griffin
100,Meg Griffin
100,Chris Griffin
100,Mayor Adam West
100,Joanna
100,Seamus
100,Carl
100,Glenn Quagmire
100,Marge Simpson
100,Herbert
100,Bucky LaGrange
100,Valerie Bertinelli
100,Maggie Gyllenhaal
100,Jake Gyllenhaal
100,Stephen Gyllenhaal
100,Jinx
100,Sico
101,Peter Griffin
101,Joe Swanson
101,Lois Griffin
101,Stewie Griffin
101,Brian Griffin
101,Chris Griffin
101,Quagmire
101,Cleveland Brown
101,Bonnie Swanson
101,Muriel Goldman
101,Mayor Adam West
101,Buzz Killington
101,Adolf Hitler
101,Spider-Man
101,Colin Farrell
101,Jack Black
101,Jamie Farr
101,Jackée Harry
101,Bernice
101,Herbert
101,Seamus
101,Dr. Hartman
101,Mayor McCheese
101,Carter Pewterschmidt
101,Fred Flintstone
101,Barney Rubble
101,Consuela
101,Dr. Terry Fabulous
101,Parker
101,Quentin
101,Portland
101,Chris Griffin Burke
101,Judas Iscariot
101,Pontius Pilate
102,Stewie Griffin
102,Lois Griffin
102,Peter Griffin
102,Brian Griffin
102,Meg Griffin
102,Chris Griffin
102,Tom Tucker
102,Joe Swanson
102,Bonnie Swanson
102,Cleveland Brown
102,Glenn Quagmire
102,Barbra Streisand
102,James Brolin
102,Herbert
102,Obie
102,God
102,Bruce
102,Mort Goldman
102,Carter Pewterschmidt
102,Kool-Aid Man
102,Judge
102,Rupert
102,Keanu Reeves
102,Sandra Bullock
102,Harrison Ford
102,Lionel Richie
102,The Beatles
103,Stewie Griffin
103,Lois Griffin
103,Brian Griffin
103,Peter Griffin
103,Meg Griffin
103,Chris Griffin
103,Joe Swanson
103,Quagmire
103,Cleveland Brown
103,Bruce
103,Obie
103,Tom Tucker
103,Ollie Williams
103,Diane Simmons
103,Tricia Takanawa
103,Derek
103,Consuela
103,Judge
103,Rupert
103,Mayor Adam West
103,Jeffrey
103,Paul
103,Tracy
103,Timmy
103,Mikey
103,Jafar
103,Clippy
103,Stan Smith
103,Avery Bullock
103,Saint Peter Griffin
103,Magic Johnson
103,Rob Schneider
103,Randy Jackson
103,Simon Cowell
103,Paula Abdul
103,James Doohan
103,Willem Dafoe
103,Britney Spears
103,Bill O'Reilly
103,Bill Frist
103,Shakira
103,Tom Cruise
103,Katie Holmes
103,Hilary Swank
104,Peter Griffin
104,Lois Griffin
104,Meg Griffin
104,Chris Griffin
104,Stewie Griffin
104,Brian Griffin
104,Quagmire
104,Cleveland Brown
104,Joe Swanson
104,Tom Tucker
104,Diane Simmons
104,Herbert
104,Santos & Pasquel
104,Michael McDonald
104,Angela
104,Fouad
104,Thelma Griffin
104,Carter Pewterschmidt
104,Barbara Pewterschmidt
104,Gerardo
104,Peter Griffin the Pig
104,Big Bad Wolf
104,Oliver Stone
104,Manuel Noriega
104,Obie
104,Superman
104,Lois Griffin Lane
104,Rapid Dave
104,Dick Clark
104,Patrick Swayze
104,Michael and Jane Banks
104,Paul Shaffer
104,Sylvester the Cat
104,Jerry Orbach
104,Jennifer Grey
105,Peter Griffin
105,Meg Griffin
105,Stewie Griffin
105,Brian Griffin
105,Michael Milano
105,Lois Griffin
105,Chris Griffin
105,Cleveland Brown
105,Quagmire
105,Joe Swanson
105,Neil Goldman
105,Tricia Takanawa
105,Diane Simmons
105,Tom Tucker
105,Dr. Hartman
105,Connie DiMico
105,Esther
105,Patty
105,Ruth
105,Gina
105,Mr. Stoneberg
105,Xenomorph
105,Fred Flintstone
105,Wilma Flintstone
105,Satan
105,Beth
105,Conway Twitty
105,Bob Saget
105,Dean Cain
105,Andy Garcia
105,Rick
105,Abraham and Isaac
105,Sigourney Weaver
105,Jodie Foster
106,Peter Griffin
106,Lois Griffin
106,Meg Griffin
106,Chris Griffin
106,Stewie Griffin
106,Brian Griffin
106,Mr. Monopoly
106,Connie DiMico
106,Gina
106,Will Smith
106,Bruce
106,Todd Meyers
106,Helen Hunt
106,Dr. Hartman
106,Wimpy
106,Meowsy McDermott
106,Robin Williams
106,Mr. Cow
106,Tom Tucker
106,Diane Simmons
106,Judge
106,Rupert
106,Meaty the Quick-to-Anger Clown
